wlo,whi,flux
  13.79370,   13.79481,   1.8583e-11
  13.79481,   13.79592,   1.8598e-11
  13.79592,   13.79704,   1.8555e-11
  13.79704,   13.79815,   1.8536e-11
  13.79815,   13.79926,   1.8536e-11
  13.79926,   13.80037,   1.8537e-11
  13.80037,   13.80148,   1.8538e-11
  13.80148,   13.80259,   1.8539e-11
  13.80259,   13.80370,   1.8541e-11
  13.80370,   13.80482,   1.8543e-11
  13.80482,   13.80593,   1.8546e-11
  13.80593,   13.80704,   1.8548e-11
  13.80704,   13.80815,   1.8550e-11
  13.80815,   13.80926,   1.8552e-11
  13.80926,   13.81038,   1.8554e-11
  13.81038,   13.81149,   1.8556e-11
  13.81149,   13.81260,   1.8558e-11
  13.81260,   13.81371,   1.8560e-11
  13.81371,   13.81483,   1.8562e-11
  13.81483,   13.81594,   1.8565e-11
  13.81594,   13.81705,   1.8567e-11
  13.81705,   13.81816,   1.8569e-11
  13.81816,   13.81928,   1.8571e-11
  13.81928,   13.82039,   1.8573e-11
  13.82039,   13.82150,   1.8604e-11
  13.82150,   13.82262,   2.0616e-11
  13.82262,   13.82373,   5.4801e-11
  13.82373,   13.82484,   1.8361e-10
  13.82484,   13.82596,   2.1736e-10
  13.82596,   13.82707,   8.2162e-11
  13.82707,   13.82818,   2.3865e-11
  13.82818,   13.82930,   1.8704e-11
  13.82930,   13.83041,   1.8595e-11
  13.83041,   13.83153,   1.8596e-11
  13.83153,   13.83264,   1.8607e-11
  13.83264,   13.83375,   1.8732e-11
  13.83375,   13.83487,   1.9118e-11
  13.83487,   13.83598,   1.9138e-11
  13.83598,   13.83710,   1.8749e-11
  13.83710,   13.83821,   1.8617e-11
  13.83821,   13.83933,   1.8615e-11
  13.83933,   13.84044,   1.8613e-11
  13.84044,   13.84155,   1.8665e-11
  13.84155,   13.84267,   1.9185e-11
  13.84267,   13.84378,   2.0437e-11
  13.84378,   13.84490,   2.0588e-11
  13.84490,   13.84601,   1.9278e-11
  13.84601,   13.84713,   1.8667e-11
  13.84713,   13.84824,   1.8603e-11
  13.84824,   13.84936,   1.8603e-11
  13.84936,   13.85048,   1.8604e-11
  13.85048,   13.85159,   1.8606e-11
  13.85159,   13.85271,   1.8608e-11
  13.85271,   13.85382,   1.8609e-11
  13.85382,   13.85494,   1.8611e-11
  13.85494,   13.85605,   1.8612e-11
  13.85605,   13.85717,   1.8614e-11
  13.85717,   13.85829,   1.8615e-11
  13.85829,   13.85940,   1.8620e-11
  13.85940,   13.86052,   1.8726e-11
  13.86052,   13.86163,   1.9531e-11
  13.86163,   13.86275,   2.0626e-11
  13.86275,   13.86387,   1.9797e-11
  13.86387,   13.86498,   1.8834e-11
  13.86498,   13.86610,   1.9164e-11
  13.86610,   13.86722,   2.1122e-11
  13.86722,   13.86833,   2.1783e-11
  13.86833,   13.86945,   2.0446e-11
  13.86945,   13.87057,   2.2014e-11
  13.87057,   13.87169,   2.3985e-11
  13.87169,   13.87280,   2.2429e-11
  13.87280,   13.87392,   1.9916e-11
  13.87392,   13.87504,   1.8849e-11
  13.87504,   13.87616,   1.8652e-11
  13.87616,   13.87727,   1.8641e-11
  13.87727,   13.87839,   1.8642e-11
  13.87839,   13.87951,   1.8644e-11
  13.87951,   13.88063,   1.8675e-11
  13.88063,   13.88174,   1.9236e-11
  13.88174,   13.88286,   2.1606e-11
  13.88286,   13.88398,   2.2565e-11
  13.88398,   13.88510,   2.0028e-11
  13.88510,   13.88622,   1.8778e-11
  13.88622,   13.88734,   1.8657e-11
  13.88734,   13.88845,   1.8663e-11
  13.88845,   13.88957,   1.9191e-11
  13.88957,   13.89069,   2.8528e-11
  13.89069,   13.89181,   6.5430e-11
  13.89181,   13.89293,   7.7218e-11
  13.89293,   13.89405,   3.8134e-11
  13.89405,   13.89517,   2.0342e-11
  13.89517,   13.89629,   1.8703e-11
  13.89629,   13.89741,   1.8669e-11
  13.89741,   13.89852,   1.8670e-11
  13.89852,   13.89964,   1.8672e-11
  13.89964,   13.90076,   1.8674e-11
  13.90076,   13.90188,   1.8675e-11
  13.90188,   13.90300,   1.8677e-11
  13.90300,   13.90412,   1.8679e-11
  13.90412,   13.90524,   1.8681e-11
  13.90524,   13.90636,   1.8687e-11
  13.90636,   13.90748,   1.8705e-11
  13.90748,   13.90860,   1.8714e-11
  13.90860,   13.90972,   1.8702e-11
  13.90972,   13.91084,   1.8692e-11
  13.91084,   13.91196,   1.8691e-11
  13.91196,   13.91308,   1.8692e-11
  13.91308,   13.91420,   1.8694e-11
  13.91420,   13.91533,   1.8695e-11
  13.91533,   13.91645,   1.8697e-11
  13.91645,   13.91757,   1.8698e-11
  13.91757,   13.91869,   1.8699e-11
  13.91869,   13.91981,   1.8701e-11
  13.91981,   13.92093,   1.8702e-11
  13.92093,   13.92205,   1.8704e-11
  13.92205,   13.92317,   1.8705e-11
  13.92317,   13.92429,   1.8707e-11
  13.92429,   13.92542,   1.8708e-11
  13.92542,   13.92654,   1.8710e-11
  13.92654,   13.92766,   1.8711e-11
  13.92766,   13.92878,   1.8712e-11
  13.92878,   13.92990,   1.8714e-11
  13.92990,   13.93102,   1.8715e-11
  13.93102,   13.93215,   1.8717e-11
  13.93215,   13.93327,   1.8718e-11
  13.93327,   13.93439,   1.8720e-11
  13.93439,   13.93551,   1.8721e-11
  13.93551,   13.93663,   1.8723e-11
  13.93663,   13.93776,   1.8724e-11
  13.93776,   13.93888,   1.8725e-11
  13.93888,   13.94000,   1.8727e-11
  13.94000,   13.94113,   1.8728e-11
  13.94113,   13.94225,   1.8730e-11
  13.94225,   13.94337,   1.8731e-11
  13.94337,   13.94449,   1.8733e-11
  13.94449,   13.94562,   1.8734e-11
  13.94562,   13.94674,   1.8736e-11
  13.94674,   13.94786,   1.8737e-11
  13.94786,   13.94899,   1.8739e-11
  13.94899,   13.95011,   1.8744e-11
  13.95011,   13.95123,   1.8867e-11
  13.95123,   13.95236,   1.9764e-11
  13.95236,   13.95348,   2.0920e-11
  13.95348,   13.95461,   1.9980e-11
  13.95461,   13.95573,   1.8932e-11
  13.95573,   13.95685,   1.8756e-11
  13.95685,   13.95798,   1.8751e-11
  13.95798,   13.95910,   1.8753e-11
  13.95910,   13.96023,   1.8754e-11
  13.96023,   13.96135,   1.8756e-11
  13.96135,   13.96247,   1.8757e-11
  13.96247,   13.96360,   1.8759e-11
  13.96360,   13.96472,   1.8760e-11
  13.96472,   13.96585,   1.8762e-11
  13.96585,   13.96697,   1.8763e-11
  13.96697,   13.96810,   1.8765e-11
  13.96810,   13.96922,   1.8775e-11
  13.96922,   13.97035,   1.9010e-11
  13.97035,   13.97147,   2.0501e-11
  13.97147,   13.97260,   2.2024e-11
  13.97260,   13.97372,   2.0406e-11
  13.97372,   13.97485,   1.8998e-11
  13.97485,   13.97598,   1.8977e-11
  13.97598,   13.97710,   2.0140e-11
  13.97710,   13.97823,   2.2247e-11
  13.97823,   13.97935,   2.3464e-11
  13.97935,   13.98048,   2.1636e-11
  13.98048,   13.98160,   1.9397e-11
  13.98160,   13.98273,   1.9208e-11
  13.98273,   13.98386,   1.9330e-11
  13.98386,   13.98498,   1.8986e-11
  13.98498,   13.98611,   1.8808e-11
  13.98611,   13.98724,   1.8791e-11
  13.98724,   13.98836,   1.8792e-11
  13.98836,   13.98949,   1.8794e-11
  13.98949,   13.99062,   1.8796e-11
  13.99062,   13.99174,   1.8798e-11
  13.99174,   13.99287,   1.8800e-11
  13.99287,   13.99400,   1.8802e-11
  13.99400,   13.99512,   1.8805e-11
  13.99512,   13.99625,   1.8848e-11
  13.99625,   13.99738,   1.9193e-11
  13.99738,   13.99851,   1.9712e-11
  13.99851,   13.99963,   1.9372e-11
  13.99963,   14.00076,   1.8919e-11
  14.00076,   14.00189,   1.9194e-11
  14.00189,   14.00302,   2.1341e-11
  14.00302,   14.00414,   2.3277e-11
  14.00414,   14.00527,   2.0915e-11
  14.00527,   14.00640,   1.9079e-11
  14.00640,   14.00753,   1.8831e-11
  14.00753,   14.00866,   1.8824e-11
  14.00866,   14.00978,   1.8826e-11
  14.00978,   14.01091,   1.8827e-11
  14.01091,   14.01204,   1.8830e-11
  14.01204,   14.01317,   1.8945e-11
  14.01317,   14.01430,   2.1512e-11
  14.01430,   14.01543,   3.4638e-11
  14.01543,   14.01656,   4.3483e-11
  14.01656,   14.01768,   2.9387e-11
  14.01768,   14.01881,   2.0249e-11
  14.01881,   14.01994,   1.8929e-11
  14.01994,   14.02107,   1.8870e-11
  14.02107,   14.02220,   1.9486e-11
  14.02220,   14.02333,   2.2622e-11
  14.02333,   14.02446,   2.4673e-11
  14.02446,   14.02559,   2.1237e-11
  14.02559,   14.02672,   1.9103e-11
  14.02672,   14.02785,   1.8856e-11
  14.02785,   14.02898,   1.8851e-11
  14.02898,   14.03011,   1.8853e-11
  14.03011,   14.03124,   1.8854e-11
  14.03124,   14.03237,   1.8856e-11
  14.03237,   14.03350,   1.8858e-11
  14.03350,   14.03463,   1.8861e-11
  14.03463,   14.03576,   1.9000e-11
  14.03576,   14.03689,   2.1102e-11
  14.03689,   14.03802,   2.8159e-11
  14.03802,   14.03915,   2.9077e-11
  14.03915,   14.04028,   2.1877e-11
  14.04028,   14.04141,   2.0076e-11
  14.04141,   14.04254,   2.5827e-11
  14.04254,   14.04367,   3.1027e-11
  14.04367,   14.04481,   2.4206e-11
  14.04481,   14.04594,   1.9451e-11
  14.04594,   14.04707,   1.8895e-11
  14.04707,   14.04820,   1.8882e-11
  14.04820,   14.04933,   1.8884e-11
  14.04933,   14.05046,   1.8886e-11
  14.05046,   14.05159,   1.8888e-11
  14.05159,   14.05273,   1.8900e-11
  14.05273,   14.05386,   1.9023e-11
  14.05386,   14.05499,   1.9328e-11
  14.05499,   14.05612,   1.9281e-11
  14.05612,   14.05725,   1.9187e-11
  14.05725,   14.05839,   2.0824e-11
  14.05839,   14.05952,   2.4186e-11
  14.05952,   14.06065,   2.3066e-11
  14.06065,   14.06178,   2.0379e-11
  14.06178,   14.06291,   1.9703e-11
  14.06291,   14.06405,   1.9132e-11
  14.06405,   14.06518,   1.8919e-11
  14.06518,   14.06631,   1.8921e-11
  14.06631,   14.06745,   1.9461e-11
  14.06745,   14.06858,   2.3235e-11
  14.06858,   14.06971,   2.8396e-11
  14.06971,   14.07085,   2.5050e-11
  14.07085,   14.07198,   2.0093e-11
  14.07198,   14.07311,   1.8979e-11
  14.07311,   14.07425,   1.8947e-11
  14.07425,   14.07538,   1.9843e-11
  14.07538,   14.07651,   2.5703e-11
  14.07651,   14.07765,   3.1206e-11
  14.07765,   14.07878,   2.4506e-11
  14.07878,   14.07991,   1.9567e-11
  14.07991,   14.08105,   1.9101e-11
  14.08105,   14.08218,   1.9310e-11
  14.08218,   14.08332,   1.9235e-11
  14.08332,   14.08445,   1.9135e-11
  14.08445,   14.08559,   1.9045e-11
  14.08559,   14.08672,   1.8958e-11
  14.08672,   14.08785,   1.8957e-11
  14.08785,   14.08899,   1.9355e-11
  14.08899,   14.09012,   2.1689e-11
  14.09012,   14.09126,   2.3732e-11
  14.09126,   14.09239,   2.1164e-11
  14.09239,   14.09353,   1.9212e-11
  14.09353,   14.09466,   1.8952e-11
  14.09466,   14.09580,   1.8949e-11
  14.09580,   14.09693,   1.9016e-11
  14.09693,   14.09807,   1.9274e-11
  14.09807,   14.09920,   1.9399e-11
  14.09920,   14.10034,   1.9291e-11
  14.10034,   14.10148,   1.9210e-11
  14.10148,   14.10261,   1.9077e-11
  14.10261,   14.10375,   1.9205e-11
  14.10375,   14.10488,   1.9287e-11
  14.10488,   14.10602,   1.9106e-11
  14.10602,   14.10716,   1.9622e-11
  14.10716,   14.10829,   2.2525e-11
  14.10829,   14.10943,   2.4196e-11
  14.10943,   14.11056,   2.1479e-11
  14.11056,   14.11170,   2.2128e-11
  14.11170,   14.11284,   3.0012e-11
  14.11284,   14.11397,   3.1495e-11
  14.11397,   14.11511,   2.3470e-11
  14.11511,   14.11625,   1.9625e-11
  14.11625,   14.11738,   1.9013e-11
  14.11738,   14.11852,   1.8974e-11
  14.11852,   14.11966,   1.8987e-11
  14.11966,   14.12080,   1.9049e-11
  14.12080,   14.12193,   1.9093e-11
  14.12193,   14.12307,   1.9029e-11
  14.12307,   14.12421,   1.8988e-11
  14.12421,   14.12535,   1.8985e-11
  14.12535,   14.12648,   1.8986e-11
  14.12648,   14.12762,   1.8990e-11
  14.12762,   14.12876,   1.9007e-11
  14.12876,   14.12990,   1.9045e-11
  14.12990,   14.13104,   1.9038e-11
  14.13104,   14.13217,   1.9007e-11
  14.13217,   14.13331,   1.9026e-11
  14.13331,   14.13445,   1.9155e-11
  14.13445,   14.13559,   1.9241e-11
  14.13559,   14.13673,   1.9162e-11
  14.13673,   14.13787,   1.9145e-11
  14.13787,   14.13900,   1.9076e-11
  14.13900,   14.14014,   1.9020e-11
  14.14014,   14.14128,   1.9013e-11
  14.14128,   14.14242,   1.9022e-11
  14.14242,   14.14356,   1.9081e-11
  14.14356,   14.14470,   1.9171e-11
  14.14470,   14.14584,   1.9117e-11
  14.14584,   14.14698,   1.9042e-11
  14.14698,   14.14812,   1.9070e-11
  14.14812,   14.14926,   1.9295e-11
  14.14926,   14.15040,   1.9646e-11
  14.15040,   14.15154,   1.9542e-11
  14.15154,   14.15268,   1.9176e-11
  14.15268,   14.15381,   1.9057e-11
  14.15381,   14.15495,   1.9052e-11
  14.15495,   14.15610,   1.9080e-11
  14.15610,   14.15724,   1.9287e-11
  14.15724,   14.15838,   1.9651e-11
  14.15838,   14.15952,   1.9664e-11
  14.15952,   14.16066,   1.9837e-11
  14.16066,   14.16180,   2.0144e-11
  14.16180,   14.16294,   2.0324e-11
  14.16294,   14.16408,   2.0792e-11
  14.16408,   14.16522,   2.0588e-11
  14.16522,   14.16636,   1.9729e-11
  14.16636,   14.16750,   1.9247e-11
  14.16750,   14.16864,   1.9112e-11
  14.16864,   14.16978,   1.9084e-11
  14.16978,   14.17092,   1.9078e-11
  14.17092,   14.17207,   1.9075e-11
  14.17207,   14.17321,   1.9073e-11
  14.17321,   14.17435,   1.9071e-11
  14.17435,   14.17549,   1.9068e-11
  14.17549,   14.17663,   1.9066e-11
  14.17663,   14.17777,   1.9063e-11
  14.17777,   14.17892,   1.9061e-11
  14.17892,   14.18006,   1.9059e-11
  14.18006,   14.18120,   1.9057e-11
  14.18120,   14.18234,   1.9059e-11
  14.18234,   14.18348,   1.9061e-11
  14.18348,   14.18463,   1.9063e-11
  14.18463,   14.18577,   1.9065e-11
  14.18577,   14.18691,   1.9070e-11
  14.18691,   14.18805,   1.9112e-11
  14.18805,   14.18920,   1.9251e-11
  14.18920,   14.19034,   1.9276e-11
  14.19034,   14.19148,   1.9136e-11
  14.19148,   14.19263,   1.9083e-11
  14.19263,   14.19377,   1.9080e-11
  14.19377,   14.19491,   1.9082e-11
  14.19491,   14.19605,   1.9085e-11
  14.19605,   14.19720,   1.9087e-11
  14.19720,   14.19834,   1.9088e-11
  14.19834,   14.19949,   1.9089e-11
  14.19949,   14.20063,   1.9090e-11
  14.20063,   14.20177,   1.9091e-11
  14.20177,   14.20292,   1.9092e-11
  14.20292,   14.20406,   1.9094e-11
  14.20406,   14.20520,   1.9202e-11
  14.20520,   14.20635,   2.2021e-11
  14.20635,   14.20749,   3.9153e-11
  14.20749,   14.20864,   5.5180e-11
  14.20864,   14.20978,   3.6370e-11
  14.20978,   14.21093,   2.1261e-11
  14.21093,   14.21207,   1.9169e-11
  14.21207,   14.21321,   1.9102e-11
  14.21321,   14.21436,   1.9103e-11
  14.21436,   14.21550,   1.9104e-11
  14.21550,   14.21665,   1.9106e-11
  14.21665,   14.21779,   1.9107e-11
  14.21779,   14.21894,   1.9109e-11
  14.21894,   14.22008,   1.9110e-11
  14.22008,   14.22123,   1.9112e-11
  14.22123,   14.22238,   1.9113e-11
  14.22238,   14.22352,   1.9115e-11
  14.22352,   14.22467,   1.9116e-11
  14.22467,   14.22581,   1.9118e-11
  14.22581,   14.22696,   1.9119e-11
  14.22696,   14.22810,   1.9121e-11
  14.22810,   14.22925,   1.9122e-11
  14.22925,   14.23040,   1.9091e-11
  14.23040,   14.23154,   1.9016e-11
  14.23154,   14.23269,   1.8940e-11
  14.23269,   14.23383,   1.8865e-11
  14.23383,   14.23498,   1.8789e-11
  14.23498,   14.23613,   1.8713e-11
  14.23613,   14.23727,   1.8638e-11
  14.23727,   14.23842,   1.8562e-11
  14.23842,   14.23957,   1.8486e-11
  14.23957,   14.24071,   1.8411e-11
  14.24071,   14.24186,   1.8335e-11
  14.24186,   14.24301,   1.8259e-11
  14.24301,   14.24416,   1.8183e-11
  14.24416,   14.24530,   1.8108e-11
  14.24530,   14.24645,   1.8048e-11
  14.24645,   14.24760,   1.8045e-11
  14.24760,   14.24874,   1.8046e-11
  14.24874,   14.24989,   1.8047e-11
  14.24989,   14.25104,   1.8048e-11
  14.25104,   14.25219,   1.8050e-11
  14.25219,   14.25334,   1.8088e-11
  14.25334,   14.25448,   1.8904e-11
  14.25448,   14.25563,   2.2997e-11
  14.25563,   14.25678,   2.5608e-11
  14.25678,   14.25793,   2.1124e-11
  14.25793,   14.25908,   1.8381e-11
  14.25908,   14.26023,   1.8066e-11
  14.26023,   14.26137,   1.8059e-11
  14.26137,   14.26252,   1.8060e-11
  14.26252,   14.26367,   1.8061e-11
  14.26367,   14.26482,   1.8063e-11
  14.26482,   14.26597,   1.8064e-11
  14.26597,   14.26712,   1.8065e-11
  14.26712,   14.26827,   1.8066e-11
  14.26827,   14.26942,   1.8068e-11
  14.26942,   14.27057,   1.8069e-11
  14.27057,   14.27171,   1.8070e-11
  14.27171,   14.27286,   1.8071e-11
  14.27286,   14.27401,   1.8073e-11
  14.27401,   14.27516,   1.8074e-11
  14.27516,   14.27631,   1.8075e-11
  14.27631,   14.27746,   1.8076e-11
  14.27746,   14.27861,   1.8078e-11
  14.27861,   14.27976,   1.8079e-11
  14.27976,   14.28091,   1.8080e-11
  14.28091,   14.28206,   1.8081e-11
  14.28206,   14.28321,   1.8082e-11
  14.28321,   14.28436,   1.8084e-11
  14.28436,   14.28551,   1.8085e-11
  14.28551,   14.28666,   1.8086e-11
  14.28666,   14.28782,   1.8087e-11
  14.28782,   14.28897,   1.8088e-11
  14.28897,   14.29012,   1.8089e-11
  14.29012,   14.29127,   1.8091e-11
  14.29127,   14.29242,   1.8092e-11
  14.29242,   14.29357,   1.8093e-11
  14.29357,   14.29472,   1.8094e-11
  14.29472,   14.29587,   1.8095e-11
  14.29587,   14.29702,   1.8096e-11
  14.29702,   14.29818,   1.8098e-11
  14.29818,   14.29933,   1.8099e-11
  14.29933,   14.30048,   1.8115e-11
  14.30048,   14.30163,   1.8253e-11
  14.30163,   14.30278,   1.8254e-11
  14.30278,   14.30393,   1.8256e-11
  14.30393,   14.30509,   1.8257e-11
  14.30509,   14.30624,   1.8258e-11
  14.30624,   14.30739,   1.8259e-11
  14.30739,   14.30854,   1.8261e-11
  14.30854,   14.30970,   1.8262e-11
  14.30970,   14.31085,   1.8263e-11
  14.31085,   14.31200,   1.8265e-11
  14.31200,   14.31315,   1.8266e-11
  14.31315,   14.31431,   1.8267e-11
  14.31431,   14.31546,   1.8268e-11
  14.31546,   14.31661,   1.8270e-11
  14.31661,   14.31777,   1.8271e-11
  14.31777,   14.31892,   1.8272e-11
  14.31892,   14.32007,   1.8274e-11
  14.32007,   14.32122,   1.8275e-11
  14.32122,   14.32238,   1.8276e-11
  14.32238,   14.32353,   1.8278e-11
  14.32353,   14.32469,   1.8279e-11
  14.32469,   14.32584,   1.8280e-11
  14.32584,   14.32699,   1.8281e-11
  14.32699,   14.32815,   1.8283e-11
  14.32815,   14.32930,   1.8284e-11
  14.32930,   14.33046,   1.8285e-11
  14.33046,   14.33161,   1.8287e-11
  14.33161,   14.33276,   1.8288e-11
  14.33276,   14.33392,   1.8289e-11
  14.33392,   14.33507,   1.8290e-11
  14.33507,   14.33623,   1.8292e-11
  14.33623,   14.33738,   1.8293e-11
  14.33738,   14.33854,   1.8294e-11
  14.33854,   14.33969,   1.8298e-11
  14.33969,   14.34085,   1.8398e-11
  14.34085,   14.34200,   1.9534e-11
  14.34200,   14.34316,   2.2195e-11
  14.34316,   14.34431,   2.1560e-11
  14.34431,   14.34547,   1.9025e-11
  14.34547,   14.34662,   1.8353e-11
  14.34662,   14.34778,   1.8321e-11
  14.34778,   14.34893,   1.8328e-11
  14.34893,   14.35009,   1.8336e-11
  14.35009,   14.35124,   1.8345e-11
  14.35124,   14.35240,   1.8353e-11
  14.35240,   14.35356,   1.8361e-11
  14.35356,   14.35471,   1.8369e-11
  14.35471,   14.35587,   1.8377e-11
  14.35587,   14.35702,   1.8385e-11
  14.35702,   14.35818,   1.8394e-11
  14.35818,   14.35934,   1.8402e-11
  14.35934,   14.36049,   1.8410e-11
  14.36049,   14.36165,   1.8417e-11
  14.36165,   14.36281,   1.8416e-11
  14.36281,   14.36396,   1.8432e-11
  14.36396,   14.36512,   1.8609e-11
  14.36512,   14.36628,   1.9549e-11
  14.36628,   14.36744,   2.2639e-11
  14.36744,   14.36859,   2.8761e-11
  14.36859,   14.36975,   3.5173e-11
  14.36975,   14.37091,   3.6464e-11
  14.37091,   14.37206,   3.3773e-11
  14.37206,   14.37322,   3.2795e-11
  14.37322,   14.37438,   2.6859e-11
  14.37438,   14.37554,   2.0089e-11
  14.37554,   14.37670,   1.8467e-11
  14.37670,   14.37785,   1.8346e-11
  14.37785,   14.37901,   1.8342e-11
  14.37901,   14.38017,   1.8346e-11
  14.38017,   14.38133,   1.8351e-11
  14.38133,   14.38249,   1.8356e-11
  14.38249,   14.38364,   1.8361e-11
  14.38364,   14.38480,   1.8366e-11
  14.38480,   14.38596,   1.8371e-11
  14.38596,   14.38712,   1.8376e-11
  14.38712,   14.38828,   1.8381e-11
  14.38828,   14.38944,   1.8386e-11
  14.38944,   14.39060,   1.8391e-11
  14.39060,   14.39176,   1.8397e-11
  14.39176,   14.39291,   1.8402e-11
  14.39291,   14.39407,   1.8407e-11
  14.39407,   14.39523,   1.8411e-11
  14.39523,   14.39639,   1.8423e-11
  14.39639,   14.39755,   1.8707e-11
  14.39755,   14.39871,   2.0058e-11
  14.39871,   14.39987,   2.1421e-11
  14.39987,   14.40103,   2.3158e-11
  14.40103,   14.40219,   3.0113e-11
  14.40219,   14.40335,   4.0995e-11
  14.40335,   14.40451,   4.7304e-11
  14.40451,   14.40567,   4.2662e-11
  14.40567,   14.40683,   3.1803e-11
  14.40683,   14.40799,   2.3295e-11
  14.40799,   14.40915,   1.9586e-11
  14.40915,   14.41031,   1.8591e-11
  14.41031,   14.41147,   1.8407e-11
  14.41147,   14.41263,   1.8383e-11
  14.41263,   14.41379,   1.8382e-11
  14.41379,   14.41496,   1.8383e-11
  14.41496,   14.41612,   1.8385e-11
  14.41612,   14.41728,   1.8386e-11
  14.41728,   14.41844,   1.8387e-11
  14.41844,   14.41960,   1.8388e-11
  14.41960,   14.42076,   1.8390e-11
  14.42076,   14.42192,   1.8394e-11
  14.42192,   14.42308,   1.8481e-11
  14.42308,   14.42425,   1.9201e-11
  14.42425,   14.42541,   2.0302e-11
  14.42541,   14.42657,   1.9595e-11
  14.42657,   14.42773,   1.8596e-11
  14.42773,   14.42889,   1.8409e-11
  14.42889,   14.43006,   1.8407e-11
  14.43006,   14.43122,   1.8414e-11
  14.43122,   14.43238,   1.8446e-11
  14.43238,   14.43354,   1.8747e-11
  14.43354,   14.43471,   1.9435e-11
  14.43471,   14.43587,   1.9269e-11
  14.43587,   14.43703,   1.8626e-11
  14.43703,   14.43819,   1.8461e-11
  14.43819,   14.43936,   1.8458e-11
  14.43936,   14.44052,   1.8468e-11
  14.44052,   14.44168,   1.8567e-11
  14.44168,   14.44285,   1.9047e-11
  14.44285,   14.44401,   1.9372e-11
  14.44401,   14.44517,   1.8879e-11
  14.44517,   14.44634,   1.8679e-11
  14.44634,   14.44750,   1.9391e-11
  14.44750,   14.44866,   2.2705e-11
  14.44866,   14.44983,   3.2149e-11
  14.44983,   14.45099,   4.8103e-11
  14.45099,   14.45215,   6.0945e-11
  14.45215,   14.45332,   5.8489e-11
  14.45332,   14.45448,   4.3784e-11
  14.45448,   14.45565,   3.0499e-11
  14.45565,   14.45681,   2.2859e-11
  14.45681,   14.45797,   1.9324e-11
  14.45797,   14.45914,   1.8596e-11
  14.45914,   14.46030,   1.9014e-11
  14.46030,   14.46147,   1.9685e-11
  14.46147,   14.46263,   1.9169e-11
  14.46263,   14.46380,   1.8553e-11
  14.46380,   14.46496,   1.8447e-11
  14.46496,   14.46613,   1.8444e-11
  14.46613,   14.46729,   1.8445e-11
  14.46729,   14.46846,   1.8447e-11
  14.46846,   14.46962,   1.8448e-11
  14.46962,   14.47079,   1.8450e-11
  14.47079,   14.47195,   1.8451e-11
  14.47195,   14.47312,   1.8453e-11
  14.47312,   14.47429,   1.8457e-11
  14.47429,   14.47545,   1.8513e-11
  14.47545,   14.47662,   1.8742e-11
  14.47662,   14.47778,   1.8830e-11
  14.47778,   14.47895,   1.8588e-11
  14.47895,   14.48012,   1.8473e-11
  14.48012,   14.48128,   1.8463e-11
  14.48128,   14.48245,   1.8464e-11
  14.48245,   14.48361,   1.8465e-11
  14.48361,   14.48478,   1.8467e-11
  14.48478,   14.48595,   1.8468e-11
  14.48595,   14.48711,   1.8469e-11
  14.48711,   14.48828,   1.8471e-11
  14.48828,   14.48945,   1.8472e-11
  14.48945,   14.49061,   1.8474e-11
  14.49061,   14.49178,   1.8475e-11
  14.49178,   14.49295,   1.8476e-11
  14.49295,   14.49412,   1.8478e-11
  14.49412,   14.49528,   1.8479e-11
  14.49528,   14.49645,   1.8481e-11
  14.49645,   14.49762,   1.8483e-11
  14.49762,   14.49879,   1.8485e-11
  14.49879,   14.49995,   1.8487e-11
  14.49995,   14.50112,   1.8490e-11
  14.50112,   14.50229,   1.8492e-11
  14.50229,   14.50346,   1.8494e-11
  14.50346,   14.50463,   1.8496e-11
  14.50463,   14.50579,   1.8498e-11
  14.50579,   14.50696,   1.8500e-11
  14.50696,   14.50813,   1.8503e-11
  14.50813,   14.50930,   1.8505e-11
  14.50930,   14.51047,   1.8507e-11
  14.51047,   14.51164,   1.8509e-11
  14.51164,   14.51281,   1.8511e-11
  14.51281,   14.51397,   1.8512e-11
  14.51397,   14.51514,   1.8517e-11
  14.51514,   14.51631,   1.8577e-11
  14.51631,   14.51748,   1.9090e-11
  14.51748,   14.51865,   2.1954e-11
  14.51865,   14.51982,   3.2108e-11
  14.51982,   14.52099,   5.4158e-11
  14.52099,   14.52216,   8.0412e-11
  14.52216,   14.52333,   8.9077e-11
  14.52333,   14.52450,   7.1118e-11
  14.52450,   14.52567,   4.4348e-11
  14.52567,   14.52684,   2.6930e-11
  14.52684,   14.52801,   2.0335e-11
  14.52801,   14.52918,   1.8779e-11
  14.52918,   14.53035,   1.8547e-11
  14.53035,   14.53152,   1.8606e-11
  14.53152,   14.53269,   1.9928e-11
  14.53269,   14.53386,   2.4745e-11
  14.53386,   14.53503,   2.5818e-11
  14.53503,   14.53620,   2.0798e-11
  14.53620,   14.53737,   1.8714e-11
  14.53737,   14.53854,   1.8536e-11
  14.53854,   14.53971,   1.8534e-11
  14.53971,   14.54088,   1.8536e-11
  14.54088,   14.54206,   1.8537e-11
  14.54206,   14.54323,   1.8539e-11
  14.54323,   14.54440,   1.8540e-11
  14.54440,   14.54557,   1.8542e-11
  14.54557,   14.54674,   1.8543e-11
  14.54674,   14.54791,   1.8545e-11
  14.54791,   14.54908,   1.8546e-11
  14.54908,   14.55026,   1.8547e-11
  14.55026,   14.55143,   1.8549e-11
  14.55143,   14.55260,   1.8550e-11
  14.55260,   14.55377,   1.8551e-11
